"COUNTRY","Country","VARIABLE","Variable","MEASURE","Measure","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","IFINP","I.A. Transfers based on input use","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,1103477.1538706,,
"AUS","Australia","IFINP","I.A. Transfers based on input use","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,2045669.3008909,,
"AUS","Australia","IFINP","I.A. Transfers based on input use","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,1454653.7378275,,
"AUS","Australia","IFINP","I.A. Transfers based on input use","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,2030833.0572411,,
"AUS","Australia","IFINP","I.A. Transfers based on input use","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,5976.1480008757,,
"AUS","Australia","IFINP","I.A. Transfers based on input use","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,0,,
"AUS","Australia","IFINP","I.A. Transfers based on input use","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
"AUS","Australia","IFINP_VAR","I.A.1. Transfers based on variable input use","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,1103477.1538706,,
"AUS","Australia","IFINP_VAR","I.A.1. Transfers based on variable input use","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,2045669.3008909,,
"AUS","Australia","IFINP_VAR","I.A.1. Transfers based on variable input use","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,854804.18932125,,
"AUS","Australia","IFINP_VAR","I.A.1. Transfers based on variable input use","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,881304.91163293,,
"AUS","Australia","IFINP_VAR","I.A.1. Transfers based on variable input use","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,2988.0740004379,,
"AUS","Australia","IFINP_VAR","I.A.1. Transfers based on variable input use","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,0,,
"AUS","Australia","IFINP_VAR","I.A.1. Transfers based on variable input use","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
"AUS","Australia","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,2353749.1460391,,
"AUS","Australia","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,8526723.2472253,,
"AUS","Australia","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,5578744.2354221,,
"AUS","Australia","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,19252192.208772,,
"AUS","Australia","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,7481224.2033616,,
"AUS","Australia","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,26268328.129951,,
"AUS","Australia","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,1670213.0551346,,
"AUS","Australia","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,12393446.11385,,
"AUS","Australia","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,9955220.4786513,,
"AUS","Australia","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,0,,
"AUS","Australia","IFRPC","I.C. Transfers based on the reduction of productive capacity","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
"AUS","Australia","GSCOM","II.D. Support to fishing communities","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,795649.76686518,,
"AUS","Australia","GSCOM","II.D. Support to fishing communities","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,1194913.3695206,,
"AUS","Australia","GSCOM","II.D. Support to fishing communities","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,1373597.3043222,,
"AUS","Australia","GSCOM","II.D. Support to fishing communities","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1640953.4311458,,
"AUS","Australia","GSCOM","II.D. Support to fishing communities","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,3521947.6357966,,
"AUS","Australia","GSCOM","II.D. Support to fishing communities","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,2202582.0319016,,
"AUS","Australia","GSCOM","II.D. Support to fishing communities","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,2311544.3926787,,
"AUS","Australia","GSCOM","II.D. Support to fishing communities","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,2131281.1256606,,
"AUS","Australia","GSCOM","II.D. Support to fishing communities","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,1225516.7182436,,
"AUS","Australia","GSCOM","II.D. Support to fishing communities","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,0,,
"AUS","Australia","GSCOM","II.D. Support to fishing communities","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
"AUS","Australia","GSEDU","II.E. Education and training","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,964873.39640125,,
"AUS","Australia","GSEDU","II.E. Education and training","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,382624.05714783,,
"AUS","Australia","GSEDU","II.E. Education and training","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,616133.55453546,,
"AUS","Australia","GSEDU","II.E. Education and training","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,668977.19164271,,
"AUS","Australia","GSEDU","II.E. Education and training","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,7379970.6948044,,
"AUS","Australia","GSEDU","II.E. Education and training","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,1333933.75422,,
"AUS","Australia","GSEDU","II.E. Education and training","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,0,,
"AUS","Australia","GSEDU","II.E. Education and training","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
"AUS","Australia","GSRND","II.F. Research and development","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,39907617.7206,,
"AUS","Australia","GSRND","II.F. Research and development","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,49821461.306478,,
"AUS","Australia","GSRND","II.F. Research and development","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,49004638.002817,,
"AUS","Australia","GSRND","II.F. Research and development","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,51025386.31366,,
"AUS","Australia","GSRND","II.F. Research and development","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,55149116.023195,,
"AUS","Australia","GSRND","II.F. Research and development","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,46500850.41246,,
"AUS","Australia","GSRND","II.F. Research and development","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,48092762.130807,,
"AUS","Australia","GSRND","II.F. Research and development","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,51879366.234724,,
"AUS","Australia","GSRND","II.F. Research and development","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,43739545.994351,,
"AUS","Australia","GSRND","II.F. Research and development","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,27168161.279528,,
"AUS","Australia","GSRND","II.F. Research and development","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,25309388.184022,,
"AUS","Australia","GSMNG","II.G. Management of resources","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,61816777.082755,,
"AUS","Australia","GSMNG","II.G. Management of resources","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,67444633.031101,,
"AUS","Australia","GSMNG","II.G. Management of resources","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,90199564.944106,,
"AUS","Australia","GSMNG","II.G. Management of resources","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,99432696.732005,,
"AUS","Australia","GSMNG","II.G. Management of resources","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,91011370.151191,,
"AUS","Australia","GSMNG","II.G. Management of resources","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,75215411.339836,,
"AUS","Australia","GSMNG","II.G. Management of resources","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,73881007.053456,,
"AUS","Australia","GSMNG","II.G. Management of resources","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,90267332.173418,,
"AUS","Australia","GSMNG","II.G. Management of resources","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,69886875.036826,,
"AUS","Australia","GSMNG","II.G. Management of resources","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,9939740.7331845,,
"AUS","Australia","GSMNG","II.G. Management of resources","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,9989461.6840272,,
"AUS","Australia","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,41223765.263356,,
"AUS","Australia","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,44765860.405979,,
"AUS","Australia","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,64836328.673539,,
"AUS","Australia","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,63066618.421642,,
"AUS","Australia","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,62348366.576865,,
"AUS","Australia","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,51922557.448861,,
"AUS","Australia","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,51476455.455908,,
"AUS","Australia","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,57620830.164862,,
"AUS","Australia","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,46017392.902828,,
"AUS","Australia","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,9939740.7331845,,
"AUS","Australia","GSMNG_EXP","II.G.1. Management expenditures","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,9989461.6840272,,
"AUS","Australia","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,422768.09692709,,
"AUS","Australia","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,1643440.7002408,,
"AUS","Australia","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,0,,
"AUS","Australia","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
"AUS","Australia","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,20593011.819399,,
"AUS","Australia","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,22678772.625122,,
"AUS","Australia","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,25363236.270567,,
"AUS","Australia","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,36366078.310363,,
"AUS","Australia","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,28663003.574325,,
"AUS","Australia","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,23292853.890975,,
"AUS","Australia","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,22404551.597548,,
"AUS","Australia","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,32223733.911628,,
"AUS","Australia","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,22226041.433757,,
"AUS","Australia","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,0,,
"AUS","Australia","GSMNG_ENF","II.G.3. Enforcement expenditures","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
"AUS","Australia","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,474360.2565807,,
"AUS","Australia","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,276634.5954183,,
"AUS","Australia","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,438419.58506582,,
"AUS","Australia","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,391478.08312188,,
"AUS","Australia","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,319750.22650862,,
"AUS","Australia","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,935206.58095787,,
"AUS","Australia","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,1612060.3544811,,
"AUS","Australia","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,1405682.8667587,,
"AUS","Australia","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,248376.9281199,,
"AUS","Australia","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,0,,
"AUS","Australia","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
"AUS","Australia","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,36467407.872188,,
"AUS","Australia","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,46052600.105223,,
"AUS","Australia","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,54167934.498595,,
"AUS","Australia","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,53228306.132704,,
"AUS","Australia","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,53005997.667579,,
"AUS","Australia","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,45816552.199468,,
"AUS","Australia","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,49160903.889851,,
"AUS","Australia","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,52367468.913334,,
"AUS","Australia","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,40686710.719083,,
"AUS","Australia","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,9939740.7331845,,
"AUS","Australia","FCRMG","III.C. Payments made by the fisheries sector, for management, research and enforcement","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,9989461.6840272,,
"BEL","Belgium","IFINP","I.A. Transfers based on input use","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,12504083.157741,,
"BEL","Belgium","IFINP","I.A. Transfers based on input use","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,2879006.0542836,,
"BEL","Belgium","IFINP","I.A. Transfers based on input use","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1399153.3205735,,
"BEL","Belgium","IFINP","I.A. Transfers based on input use","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,1244032.1682277,,
"BEL","Belgium","IFINP","I.A. Transfers based on input use","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,356996.40926367,,
"BEL","Belgium","IFINP","I.A. Transfers based on input use","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,960013.80561376,,
"BEL","Belgium","IFINP","I.A. Transfers based on input use","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,856835.14052459,,
"BEL","Belgium","IFINP","I.A. Transfers based on input use","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,1853355.3408745,,
"BEL","Belgium","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,12504083.157741,,
"BEL","Belgium","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,2879006.0542836,,
"BEL","Belgium","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1399153.3205735,,
"BEL","Belgium","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,1244032.1682277,,
"BEL","Belgium","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,356996.40926367,,
"BEL","Belgium","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,960013.80561376,,
"BEL","Belgium","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,856835.14052459,,
"BEL","Belgium","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,1853355.3408745,,
"BEL","Belgium","IFINP_FIX_V","I.A.2.1.Support to vessel construction/purchase","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,64266.839174148,,
"BEL","Belgium","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,12504083.157741,,
"BEL","Belgium","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,2814739.2151095,,
"BEL","Belgium","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1399153.3205735,,
"BEL","Belgium","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,1244032.1682277,,
"BEL","Belgium","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,356996.40926367,,
"BEL","Belgium","GSINF","II.B. Provision of infrastructure","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,401962.98976326,,
"BEL","Belgium","GSINF","II.B. Provision of infrastructure","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,517736.78299211,,
"BEL","Belgium","GSINF","II.B. Provision of infrastructure","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,231950.61631729,,
"BEL","Belgium","GSINF","II.B. Provision of infrastructure","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,362021.70150512,,
"BEL","Belgium","GSINF","II.B. Provision of infrastructure","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,2749808.096447,,
"BEL","Belgium","GSINF","II.B. Provision of infrastructure","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,1247979.3093758,,
"BEL","Belgium","GSINF","II.B. Provision of infrastructure","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,58864.853937237,,
"BEL","Belgium","GSINF","II.B. Provision of infrastructure","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,502360.1128667,,
"BEL","Belgium","GSINF","II.B. Provision of infrastructure","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,1888862.6589414,,
"BEL","Belgium","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,401962.98976326,,
"BEL","Belgium","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,517736.78299211,,
"BEL","Belgium","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,231950.61631729,,
"BEL","Belgium","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,362021.70150512,,
"BEL","Belgium","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,2749808.096447,,
"BEL","Belgium","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,1247979.3093758,,
"BEL","Belgium","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,58864.853937237,,
"BEL","Belgium","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,502360.1128667,,
"BEL","Belgium","GSINF_CAP","II.B.1. Capital expenditures","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,1888862.6589414,,
"BEL","Belgium","GSMKG","II.C. Marketing and promotion","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,838362.27276167,,
"BEL","Belgium","GSMKG","II.C. Marketing and promotion","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1121734.537048,,
"BEL","Belgium","GSMKG","II.C. Marketing and promotion","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,1161477.569366,,
"BEL","Belgium","GSMKG","II.C. Marketing and promotion","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,443728.73764576,,
"BEL","Belgium","GSMKG","II.C. Marketing and promotion","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,270269.81390823,,
"BEL","Belgium","GSMKG","II.C. Marketing and promotion","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,1336862.4388418,,
"BEL","Belgium","GSMKG","II.C. Marketing and promotion","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,898504.66184554,,
"BEL","Belgium","GSCOM","II.D. Support to fishing communities","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,2605809.0319978,,
"BEL","Belgium","GSCOM","II.D. Support to fishing communities","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1308088.9063362,,
"BEL","Belgium","GSCOM","II.D. Support to fishing communities","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,248749.26198862,,
"BEL","Belgium","GSCOM","II.D. Support to fishing communities","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,672371.06293618,,
"BEL","Belgium","GSRND","II.F. Research and development","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,995253.6931045,,
"BEL","Belgium","GSRND","II.F. Research and development","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,1209730.1111782,,
"BEL","Belgium","GSRND","II.F. Research and development","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,524850.56615708,,
"BEL","Belgium","GSRND","II.F. Research and development","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,322385.17845111,,
"BEL","Belgium","GSRND","II.F. Research and development","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,481783.65550953,,
"BEL","Belgium","GSRND","II.F. Research and development","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,460859.99488442,,
"BEL","Belgium","GSRND","II.F. Research and development","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,819347.71190958,,
"BEL","Belgium","GSRND","II.F. Research and development","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,568277.2891912,,
"BEL","Belgium","GSRND","II.F. Research and development","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,206207.30672003,,
"BEL","Belgium","GSMNG","II.G. Management of resources","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,605198.22891109,,
"BEL","Belgium","GSMNG","II.G. Management of resources","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,3470151.7356047,,
"BEL","Belgium","GSMNG","II.G. Management of resources","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,4515392.6322263,,
"BEL","Belgium","GSMNG","II.G. Management of resources","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,748927.47685291,,
"BEL","Belgium","GSMNG","II.G. Management of resources","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,148854.35165249,,
"BEL","Belgium","GSMNG","II.G. Management of resources","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,5671104.0393524,,
"BEL","Belgium","GSMNG","II.G. Management of resources","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,7162082.6964378,,
"BEL","Belgium","GSMNG","II.G. Management of resources","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,10237692.338727,,
"BEL","Belgium","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,605198.22891109,,
"BEL","Belgium","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,3470151.7356047,,
"BEL","Belgium","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,4515392.6322263,,
"BEL","Belgium","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,748927.47685291,,
"BEL","Belgium","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,148854.35165249,,
"BEL","Belgium","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,3400630.2555915,,
"BEL","Belgium","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,2068579.5967067,,
"BEL","Belgium","GSMNG_STK","II.G.2. Stock enhancement programs","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,0,,
"BEL","Belgium","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,923750.72844807,,
"BEL","Belgium","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,223038.37504999,,
"BEL","Belgium","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,938495.49045176,,
"BEL","Belgium","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,2360128.1384526,,
"BEL","Belgium","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,882518.62607241,,
"BEL","Belgium","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,943765.54277692,,
"CAN","Canada","IFINC","I.B. Transfers based on fishers income","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,234607253.21763,,
"CAN","Canada","IFINC","I.B. Transfers based on fishers income","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,262049538.41949,,
